;date;type;registration;operator;fatalities;location;country;cat;corrected_year
5242;1946-02-15;DOUGLAS C-47A (DC-3);A65-11;RAAF;0;LAE;P.N. GUINEA;A1;1946
5243;1946-02-15;DOUGLAS C-47B (DC-3);43-48915;USAAF;0;NEAR ORLANDO, FL;USA;A1;1946
5244;1946-02-15;SHORT S.25 SUNDERLAND 3;G-AGET;BOAC;1;CALCUTTA;INDIA;O1;1946
5245;1946-02-19;DOUGLAS C-47B (DC-3);43-48320;USAAF;0;NEAR SANBORN, NY;USA;A1;1946
5246;1946-02-19;SHORT SUNDERLAND GR.3;PP121;RAF;0;WIG BAY;U.K.;O1;1946
5247;1946-02-20;LISUNOV PS-84;CCCP-L4162;AEROFLOT;0;MINSK-1 AIRPORT ...;BELARUS;A1;1946
5248;1946-02-21;CONSOLIDATED 32-2 LIBERATOR II;G-AGEM;BOAC;1;CHARLOTTETOWN, P...;CANADA;A1;1946
5249;1946-02-21;CURTISS R5C-1 (C-46);50695;USMC;0;JOHNSTON ISLAND ...;U.S. M.O. ISLANDS;A1;1946
5250;1946-02-22;DOUGLAS DAKOTA IV (DC-3);KJ851;RAF;0;BANDUNG AIRPORT ...;INDONESIA;A1;1946
5251;1946-02-22;DOUGLAS DAKOTA IV (DC-3);KK208;RAF;0;NEAR YANGON-MINGALADO...;MYANMAR;A1;1946
5252;1946-02-23;DOUGLAS DAKOTA III (DC-3);KG799;RAF;0;NEAR MÃ©LISEY;FRANCE;A1;1946
5253;1946-02-25;DOUGLAS C-47 (DC-3);NC14941;AIR CARRIER TRANSPORT;0;NEWARK, NJ;USA;A1;1946
5254;1946-02-25;DOUGLAS C-47B (DC-3);A65-110;RAAF;0;TACLOBAN AIRPORT...;PHILIPPINES;A1;1946
5255;1946-02-27;DOUGLAS C-47A (DC-3);A65-24;RAAF;0;LAVERTON AIRPORT...;AUSTRALIA;O1;1946
5256;1946-03-01;DOUGLAS DC-2-243;C-157;TACA DE COLOMBIA;0;MEDELLIN;COLOMBIA;A1;1946
5257;1946-03-01;DOUGLAS DAKOTA III (DC-3);KG425;RAF;0;ANZIO;ITALY;A1;1946
5258;1946-03-03;DOUGLAS DC-3-277B;NC21799;AMERICAN AIRLINES;25;THING MOUNTAIN, CA;USA;A1;1946
5259;1946-03-03;DOUGLAS C-47 (DC-3);CA2;CENTRAL AIR TRANSPORT;0;JINAN, SHANDONG;CHINA;A1;1946
5260;1946-03-04;SHORT S.25 SUNDERLAND 3;G-AGEV;BOAC;0;POOLE HARBOUR;U.K.;A1;1946
5261;1946-03-05;AMIOT AAC.1 (JU-52);OK-ZDN;CSA;10;NEAR PRAHA-RUZYNE INT...;CZECH REP.;A1;1946
5262;1946-03-05;SHORT SUNDERLAND GR.3;EK595;RAF;0;BASRA;IRAQ;A1;1946
5263;1946-03-06;DOUGLAS DAKOTA IV (DC-3);KJ951;RAF;0;JAKARTA-KEMAYORA...;INDONESIA;A1;1946
5264;1946-03-08;DOUGLAS C-47A (DC-3);NC39188;AIR CARGO TRANSPORT;0;NEWARK INTERNATI...;USA;O1;1946
5265;1946-03-08;DOUGLAS C-47 (DC-3);NC41798;AIR CARGO TRANSPORT;0;NEWARK INTERNATI...;USA;O1;1946
5266;1946-03-08;DOUGLAS DC-3;NC13726;AIR CARGO TRANSPORT;0;NEWARK, NJ (EWR);USA;U1;1946
5267;1946-03-10;DOUGLAS C-47 (DC-3);VH-AET;ANA;25;DERWENT RIVER ES...;AUSTRALIA;A1;1946
5268;1946-03-10;SHORT S.25 SUNDERLAND 3;G-AGHV;BOAC;0;ROD-EL-FARAG;EGYPT;O1;1946
5269;1946-03-11;CONSOLIDATED PBY-5A CATALINA;48389;US NAVY;0;NEAR NEWPORT BEACH, DE;USA;A1;1946
5270;1946-03-12;DOUGLAS DAKOTA III (DC-3);FD828;RAF;0;RADCLIFFE-ON-TRENT;U.K.;A1;1946
5271;1946-03-12;DOUGLAS DAKOTA III (DC-3);FD823;RAF;0;UNKNOWN;UNKNOWN COUNTRY;A1;1946
5272;1946-03-14;DOUGLAS DAKOTA III (DC-3);KN317;RAF;0;UNKNOWN;UNKNOWN COUNTRY;A1;1946
5273;1946-03-15;DOUGLAS DAKOTA IV (DC-3);KN351;RAF;0;YANGON-MINGALADO...;MYANMAR;A1;1946
5274;1946-03-15;DOUGLAS DAKOTA IV (DC-3);KN614;RAF;0;SINGAPORE-KALLAN...;SINGAPORE;A1;1946
5275;1946-03-16;DOUGLAS C-47B (DC-3);43-48775;USAAF;3;NEAR ZIRC;HUNGARY;A1;1946
5276;1946-03-17;DOUGLAS C-47 (DC-3);UNREG.;CHINA AIR FORCE;20;NANJING;CHINA;A1;1946
5277;1946-03-19;DOUGLAS C-47B (DC-3);45-1085;USAAF;26;NEAR HOBARD MILLS, CA;USA;A1;1946
5278;1946-03-20;DOUGLAS C-47B (DC-3);44-77256;USAAF;0;SEOUL-GIMPO (KIM...;SOUTH KOREA;A1;1946
5279;1946-03-22;LISUNOV LI-2;UNREG.;AEROFLOT, YAKUTSK;0;NEAR ANADYR;RUSSIA;A1;1946
5280;1946-03-22;DOUGLAS C-47A (DC-3);CCCP-L893;AEROFLOT;5;NEAR BAKOVKA, KUNTSEV...;RUSSIA;A1;1946
5281;1946-03-23;AVRO 691 LANCASTRIAN C.1;G-AGLX;BOAC, OP.FOR QANTAS;10;INDIAN OCEAN;INDIAN OCEAN;A1;1946
5282;1946-03-23;CURTISS C-46D;44-77403;USAAF;0;UNKNOWN;UNKNOWN COUNTRY;A1;1946
5283;1946-03-23;DOUGLAS C-47B (DC-3);43-16211;USAAF;19;BANAHAO MOUNTAIN;PHILIPPINES;A1;1946
5284;1946-03-26;DOUGLAS DAKOTA IV (DC-3);KN366;RAF;4;LANTAU ISLAND;HONG KONG;A1;1946
5285;1946-03-27;SHORT SUNDERLAND GR.5;PP103;RAF;13;SINGAPORE-SELETA...;SINGAPORE;A1;1946
5286;1946-03-28;DOUGLAS DAKOTA III (DC-3);KG660;RAF;0;BRAMPTON;U.K.;A1;1946
5287;1946-03-28;CONSOLIDATED PBY-5 CATALINA;08437;US NAVY;0;CORPUS CHRISTI N...;USA;A1;1946
5288;1946-03-28;KAWASAKI KI-56;514;DALSTROI AVIATION;1;ZYRYANKA AIRPORT;RUSSIA;A1;1946
5289;1946-03-28;DOUGLAS DAKOTA (DC-3);FD783;RAF;0;UNKNOWN;UNKNOWN COUNTRY;U1;1946
5290;1946-03-29;LOCKHEED L-049 CONSTELLATION;NC86510;TWA;0;WASHINGTON-NATIO...;USA;A1;1946
5291;1946-03-29;DOUGLAS DAKOTA IV (DC-3);KN644;RAF;5;NEAR SINHKUNG;MYANMAR;A1;1946
5292;1946-03-29;DOUGLAS DAKOTA IV (DC-3);KN643;RAF;8;NEAR SINHKUNG;MYANMAR;A1;1946
5293;1946-03-29;DOUGLAS DAKOTA IV (DC-3);KP270;RAF;7;BINA;MYANMAR;A1;1946
5294;1946-03-31;DOUGLAS R4D-7 (DC-3);39100;US NAVY;6;NEAR TOUHO;NEW CALEDONIA;A1;1946
5295;1946-03-31;DOUGLAS C-47A (DC-3);CA6;CENTRAL AIR TRANSPORT;0;HUNAN;CHINA;A1;1946
5296;1946-04-01;CONSOLIDATED PBY-5A CATALINA;46612;US NAVY;0;PORT ANGELES CGA...;USA;A1;1946
5297;1946-04-01;CONSOLIDATED PBY-5A CATALINA;48270;US NAVY;0;LAUPAHOEHOE, HI;USA;A1;1946
5298;1946-04-02;DOUGLAS C-47A (DC-3);CCCP-L924;AEROFLOT;6;MOUNT GURAM, NOR...;RUSSIA;A1;1946
5299;1946-04-03;DOUGLAS DAKOTA IV (DC-3);KP241;RAF;2;STONEY CROSS RAF...;U.K.;A1;1946
5300;1946-04-04;DOUGLAS R4D-6 (DC-3);50771;US NAVY;11;NEAR ALBUQUERQUE-KIRT...;USA;A1;1946
5301;1946-04-04;DOUGLAS DAKOTA III (DC-3);KG361;RAF;0;UNKNOWN;UNKNOWN COUNTRY;A1;1946
5302;1946-04-05;FORD 4-AT-D TRI-MOTOR;HC-SBC;SHELL ECUADOR;0;AYUY AIRSTRIP;ECUADOR;A1;1946
5303;1946-04-05;DOUGLAS C-47A (DC-3);42-100740;USAAF;0;LEE-ON-SOLENT;U.K.;A1;1946
5304;1946-04-08;DOUGLAS C-47B (DC-3);43-16360;USAAF;17;NEAR SHENSI;CHINA;A1;1946
5305;1946-04-08;DOUGLAS C-47B (DC-3);44-76640;USAAF;0;SHANGHAI-JIANGWA...;CHINA;A1;1946
5306;1946-04-11;AVRO 685 YORK C.1;MW180;RAF;0;LYNEHAM RAF STAT...;U.K.;A1;1946
5307;1946-04-11;AVRO 685 YORK C.1;MW252;RAF;1;WOODBRIDGE RAF S...;U.K.;A1;1946
5308;1946-04-17;DOUGLAS C-47A (DC-3);G-AGHK;BOAC;0;OVIEDO AIRPORT (...;SPAIN;A1;1946
5309;1946-04-17;DOUGLAS DAKOTA III (DC-3);KG594;RAF;0;NEAR WYMESWOLD;U.K.;A1;1946
5310;1946-04-18;DOUGLAS C-47A (DC-3);42-92056;USAAF;0;BOVINGDON RAF ST...;U.K.;A1;1946
5311;1946-04-21;DOUGLAS C-47B (DC-3);PP-CCA;CRUZEIRO DO SUL;0;CORUMBÃ¡, MS;BRAZIL;U1;1946
5312;1946-04-21;SHORT SUNDERLAND GR.5;PP132;RAF;0;HONG KONG-KAI TA...;HONG KONG;A1;1946
5313;1946-04-22;LOCKHEED B14-S SUPER ELECTRA;AN-ACC;TACA DE NICARAGUA;18;LA LIBERTAD AIRS...;NICARAGUA;A1;1946
5314;1946-04-23;VICKERS 491 VIKING 1A;G-AGOK;VICKERS-ARMSTRONGS;0;EFFINGHAM;U.K.;A1;1946
5315;1946-04-24;DOUGLAS DC-3A-367;NC33621;WESTERN AIR LINES;3;NEAR HOLLYWOOD, CA;USA;A1;1946
5316;1946-04-24;DOUGLAS C-47 (DC-3);41-18530;USAAF;0;TARAWA ATOLL;KIRIBATI;A1;1946
5317;1946-04-26;DOUGLAS DAKOTA IV (DC-3);KN571;RAF;0;BASSINGBOURN RAF...;U.K.;A1;1946
5318;1946-04-26;DOUGLAS C-47 (DC-3);41-7770;USAAF;0;SAN JOSÃ©-LA SAB...;COSTA RICA;A1;1946
5319;1946-04-28;DOUGLAS C-47B (DC-3);PP-CCD;CRUZEIRO DO SUL;0;NEAR BARCELOS, AM;BRAZIL;A1;1946
5320;1946-04-28;AVRO 685 YORK C.1;MW256;RAF;0;VALLEY RAF STATION;U.K.;A1;1946
5321;1946-04-28;JUNKERS JU-52/3M;CCCP-L27;AEROFLOT, WEST SIBERIA;0;NEAR KAZAN;RUSSIA;A1;1946
5322;1946-04-30;DOUGLAS DAKOTA III (DC-3);FZ559;RAF;12;PINDI-KHUT;INDIA;A1;1946
5323;1946-04-30;CURTISS C-46D;44-78339;USAAF;0;TSUSHIMA STRAIT;JAPAN;A1;1946
5324;1946-05-01;CURTISS C-46F;44-78555;USAAF;0;NEAR PEIPING;CHINA;A1;1946
5325;1946-05-02;AVRO 691 LANCASTRIAN C.1;G-AGMC;BOAC;0;SYDNEY, NSW;AUSTRALIA;A1;1946
5326;1946-05-04;DOUGLAS DAKOTA IV (DC-3);KP271;RAF;0;ALWAR;INDIA;A1;1946
5327;1946-05-05;CURTISS C-46D;44-78268;USAAF;1;OSHIMA ISLAND;JAPAN;A1;1946
5328;1946-05-06;DOUGLAS C-47A (DC-3);43-15676;USAAF;0;NEAR HEIDELBERG;GERMANY;A1;1946
5329;1946-05-06;PB2B-1 CATALINA;44223;US NAVY;0;CORPUS CHRISTI N...;USA;A1;1946
5330;1946-05-06;DOUGLAS C-47A (DC-3);42-93717;USAAF;0;NEAR HEIDELBERG;GERMANY;A2;1946
5331;1946-05-07;DOUGLAS DAKOTA III (DC-3);KG521;RAF;0;SIMRA AIRPORT (SIF);NEPAL;A1;1946
5332;1946-05-07;DOUGLAS DAKOTA III (DC-3);KG741;RAF;0;DESBOROUGH RAF S...;U.K.;A2;1946
5333;1946-05-07;DOUGLAS C-47B (DC-3);44-77157;USAAF;0;MANILA-NICHOLS A...;PHILIPPINES;A1;1946
5334;1946-05-15;BUDD RB-1 CONESTOGA;HC-SBE;SHELL ECUADOR;0;PASTAZA-SHELL ME...;ECUADOR;A1;1946
5335;1946-05-16;DOUGLAS C-47A (DC-3);NC53218;VIKING AIR TRANSPORT;27;NEAR RICHMOND-BYRD FI...;USA;A1;1946
5336;1946-05-17;AVRO 691 LANCASTRIAN C.1;G-AGMH;BOAC;0;KARACHI-MAURIPUR...;PAKISTAN;A1;1946
5337;1946-05-17;DOUGLAS C-47B (DC-3);43-48308;USAAF;11;WITHIN INDIA;INDIA;A1;1946
5338;1946-05-22;JUNKERS JU-52/3MG4E;LN-LAB;DNL;12;OSLO-FORNEBU AIR...;NORWAY;A1;1946
5339;1946-05-23;AVRO 685 YORK C.1;MW191;RAF;0;KARACHI-MAURIPUR...;PAKISTAN;A1;1946
5340;1946-05-25;DOUGLAS C-54G (DC-4);45-489;USAAF;5;NEAR GUAM;PACIFIC OCEAN;A1;1946
5341;1946-05-26;DOUGLAS R4D-5 (DC-3);17144;US NAVY;4;NEAR FLAGLER BEACH, FL;USA;A1;1946
5342;1946-05-28;DOUGLAS DAKOTA IV (DC-3);KK188;RAF;0;KAWDUT;MYANMAR;A1;1946
5343;1946-05-28;AVRO 685 YORK C.1;MW250;RAF;0;STRADISHALL RAF ...;U.K.;A1;1946
5344;1946-05-29;DOUGLAS C-54A (DC-4);NC30065;UNITED AIRLINES;0;CHICAGO MUNICIPA...;USA;A1;1946
5345;1946-05-29;DOUGLAS DAKOTA IV (DC-3);KN501;RAF;0;JAKARTA-KEMAYORA...;INDONESIA;A1;1946
5346;1946-06-01;DOUGLAS C-54E (DC-4);44-9078;USAAF;30;NEAR AMALFI;ITALY;A1;1946
5347;1946-06-02;DOUGLAS DAKOTA IV (DC-3);KJ968;RAF;0;UNKNOWN;UNKNOWN COUNTRY;A1;1946
5348;1946-06-03;CONSOLIDATED PBY-5 CATALINA;08307;US NAVY;2;ESCAMBIA BAY, FL;USA;A1;1946
5349;1946-06-04;DOUGLAS C-47B (DC-3);44-77251;USAAF;3;NEAR AGUADILLA-RAMEY ...;PUERTO RICO;A1;1946
5350;1946-06-04;CONSOLIDATED PBY-5A CATALINA;A24-113;RAAF;0;NEAR CHAMPAGNY ISLAND...;AUSTRALIA;A1;1946
5351;1946-06-06;DOUGLAS DAKOTA III (DC-3);FL509;RAF;0;DELHI-PALAM AIRP...;INDIA;O1;1946
5352;1946-06-06;DOUGLAS DAKOTA IV (DC-3);KN537;RAF;0;DELHI-PALAM AIRP...;INDIA;O1;1946
5353;1946-06-06;DOUGLAS DAKOTA IV (DC-3);KP261;RAF;0;DELHI-PALAM AIRP...;INDIA;O1;1946
5354;1946-06-07;DOUGLAS C-47B (DC-3);43-49018;USAAF;0;NEAR AGADIR;MOROCCO;A1;1946
5355;1946-06-08;DOUGLAS DAKOTA III (DC-3);KG747;RAF;22;NEAR ONI;NIGERIA;A1;1946
5356;1946-06-09;DOUGLAS C-54D (DC-4);43-17231;USAAF;23;TABOGA ISLAND;PANAMA;A1;1946
5357;1946-06-11;LOCKHEED 18 LODESTAR;F-BAML;MINISTÃ¨RE DE L'AIR, DTI;0;ASMARA INTERNATI...;ERITREA;A1;1946
5358;1946-06-12;DOUGLAS C-53-DO (DC-3);EC-CAZ;IBERIA;0;NEAR MADRID-BARAJAS A...;SPAIN;A1;1946
5359;1946-06-12;DOUGLAS C-47B (DC-3);43-48561;USAAF;0;NEAR SAMAR FIELD;PHILIPPINES;A1;1946
5360;1946-06-13;CURTISS C-46A;41-24684;USAAF;0;UNKNOWN;UNKNOWN COUNTRY;A1;1946
5361;1946-06-13;FORD 5-AT-B TRI-MOTOR;XA-FOH;SERVICIOS AÃ©REOS NACIONALES;0;EL ARENAL;MEXICO;A1;1946
5362;1946-06-14;DOUGLAS C-47B (DC-3);43-16213;USAAF;0;KWANGJU AIRSTRIP;SOUTH KOREA;A1;1946
5363;1946-06-18;LOCKHEED L-049 CONSTELLATION;NC88858;PAN AM;0;WILLIMANTIC, CT;USA;A2;1946
5364;1946-06-18;DOUGLAS DC-3-268B;EI-ACA;AER LINGUS;0;NEAR SHANNON;IRELAND;A1;1946
5365;1946-06-20;DOUGLAS DAKOTA IV (DC-3);KN226;RAF;0;SEMARANG AIRPORT...;INDONESIA;A1;1946
5366;1946-06-25;DOUGLAS DC-4;XA-FOW;MEXICANA;0;NEAR MEXICO CITY-CENTRAL;MEXICO;A1;1946
5367;1946-06-25;DOUGLAS C-47B (DC-3);6883;SOUTH AFRICAN AF;0;SWARTKOP AIR BASE;SOUTH AFRICA;A1;1946
5368;1946-06-26;DOUGLAS DAKOTA IV (DC-3);KP264;RAF;0;NEAR KALLAR SYEDAN;INDIA;A1;1946
5369;1946-06-28;AMIOT AAC.1 (JU-52);F-BAJS;AIR FRANCE;2;NEAR PAU-UZEIN AIRPOR...;FRANCE;A1;1946
5370;1946-06-29;DOUGLAS DAKOTA IV (DC-3);KJ918;RAF;18;WITHIN CAMERON HIGHLANDS;MALAYSIA;A1;1946
5371;1946-06-29;DOUGLAS R4D-5 (DC-3);17187;USMC;0;NEAR HAWAII;PACIFIC OCEAN;A1;1946
5372;1946-07-02;DOUGLAS DC-3-201F;NC28383;TWA;0;CHICAGO, IL;USA;A1;1946
5373;1946-07-04;BRISTOL 170 WAYFARER IIA;G-AHJB;BRISTOL;0;NEAR ARACAJU, BRAZIL;ATLANTIC OCEAN;A1;1946
5374;1946-07-08;DOUGLAS DAKOTA IV (DC-3);KP237;RAF;0;CHAR CHAPLI;BANGLADESH;A1;1946
5375;1946-07-10;CURTISS R5C-1 (C-46);39585;USMC;0;NEAR PALMER, MA;USA;A1;1946
5376;1946-07-11;LOCKHEED L-049 CONSTELLATION;NC86513;TWA;5;NEAR READING MUNICIPA...;USA;A1;1946
5377;1946-07-11;DOUGLAS C-54 (DC-4);UNREG.;USAAF;0;NEAR GUAM;PACIFIC OCEAN;A1;1946
5378;1946-07-12;DOUGLAS R4D-5Z (DC-3);17224;US NAVY;0;EWA MCAS, HI;USA;A1;1946
5379;1946-07-13;CURTISS C-46;UNREG.;CENTRAL AIR TRANSPORT;13;NEAR JINAN AIRPORT (TNA);CHINA;A1;1946
5380;1946-07-16;DOUGLAS C-47B (DC-3);44-77139;USAAF;0;SAISHU ISLAND;SOUTH KOREA;A1;1946
5381;1946-07-17;CURTISS C-46D;HC-SCA;ANDESA;30;NEAR CUENCA AIRPORT (...;ECUADOR;A1;1946
5382;1946-07-18;DOUGLAS DAKOTA IV (DC-3);KN221;RAF;0;HONG KONG-KAI TA...;HONG KONG;O1;1946
5383;1946-07-18;DOUGLAS DAKOTA IV (DC-3);KN247;RAF;0;HONG KONG-KAI TA...;HONG KONG;O1;1946
5384;1946-07-18;DOUGLAS C-47B (DC-3);44-77202;USAAF;0;UNKNOWN;PHILIPPINES;A1;1946
5385;1946-07-18;SHORT SUNDERLAND GR.5;SZ559;RAF;0;SAMA BAY, HAINAN;CHINA;O1;1946
5386;1946-07-18;SHORT SUNDERLAND GR.5;RN264;RAF;0;SAMA BAY, HAINAN;CHINA;O1;1946
5387;1946-07-18;DOUGLAS C-47B (DC-3);45-930;USAAF;13;NEAR GOODLAND, KS;USA;A1;1946
5388;1946-07-18;FAIRCHILD C-82A PACKET;44-22964;USAAF;0;BELLEVUE-OFFUTT ...;USA;A1;1946
5389;1946-07-18;DOUGLAS DAKOTA IV (DC-3);KN687;RAF;0;HONG KONG-KAI TA...;HONG KONG;O1;1946
5390;1946-07-22;DOUGLAS C-47A (DC-3);OO-CBH;SABENA;0;KINVARA, GALWAY;IRELAND;A1;1946
5391;1946-07-25;DOUGLAS DAKOTA IV (DC-3);KN585;RAF;22;NEAR BASSEIN;MYANMAR;A1;1946
5392;1946-07-26;DOUGLAS DAKOTA III (DC-3);FD794;RAF;0;UNKNOWN;UNKNOWN COUNTRY;A1;1946
5393;1946-07-26;DOUGLAS C-47 (DC-3);C-101;AVIANCA;0;HONDA;COLOMBIA;A2;1946
5394;1946-07-27;DOUGLAS DC-2-199;VH-UXJ;ANA;0;MELBOURNE-ESSEND...;AUSTRALIA;A1;1946
5395;1946-07-27;SNCASO S.O.93 CORSE;F-BBAP;SNCASO;2;GENERAL PACHECO, BA;ARGENTINA;A1;1946
5396;1946-07-28;DOUGLAS DC-3A-228C;XA-DEE;MEXICANA;0;MEXICO CITY;MEXICO;O1;1946
5397;1946-08-01;DOUGLAS DAKOTA IV (DC-3);KN430;RAF;0;HONG KONG-KAI TA...;HONG KONG;A1;1946
5398;1946-08-05;DOUGLAS C-74 GLOBEMASTER I;42-65403;USAAF;0;TORRANCE, CA;USA;A1;1946
5399;1946-08-05;DOUGLAS R4D-6 (DC-3);99852;US NAVY;0;WILLOW GROVE NAS...;USA;A1;1946
5400;1946-08-07;DOUGLAS C-47A (DC-3);G-AHCS;BEA;3;NEAR OSLO;NORWAY;A1;1946
5401;1946-08-07;CONSOLIDATED PBY-5A CATALINA;48284;US NAVY;6;NEAR POINT ARENA, CA;PACIFIC OCEAN;A1;1946
5402;1946-08-08;DOUGLAS C-47A (DC-3);NC50040;TRANS CARIBBEAN AIR CARGO LINE;0;LUMBERTON AIRPOR...;USA;A1;1946
5403;1946-08-08;AMIOT AAC.1 (JU-52);F-BAJT;AIR FRANCE;0;PARIS-LE BOURGET...;FRANCE;U1;1946
5404;1946-08-09;LOCKHEED 18 LODESTAR;NC45337;ATLANTIC CENTRAL AIRLINES;4;LAKEHURST, NJ;USA;A1;1946
5405;1946-08-09;DOUGLAS C-47A (DC-3);43-15376;USAAF;0;NEAR KRANJ;SLOVENIA;C1;1946
5406;1946-08-09;DOUGLAS C-47A (DC-3);42-100917;USAAF;0;BOVINGDON RAF ST...;U.K.;A1;1946
5407;1946-08-12;JUNKERS JU-52/3M;B-46;FRENCH AF;0;NEAR ENNISKERRY;IRELAND;A1;1946
5408;1946-08-14;DOUGLAS C-47A (DC-3);G-AGHT;BOAC;1;MALTA-LUQA AIRPO...;MALTA;A1;1946
5409;1946-08-15;AVRO 691 LANCASTRIAN C.1;G-AGLU;BOAC;0;BOURNEMOUTH-HURN...;U.K.;A1;1946
5410;1946-08-16;DOUGLAS C-47A (DC-3);42-100792;USAAF;0;FUKUOKA-ITAZUKE ...;JAPAN;A1;1946
5411;1946-08-16;CONSOLIDATED PBY-6A CATALINA;64011;US NAVY;0;KWAJALEIN AIRPOR...;MARSHALL ISL.;A1;1946
5412;1946-08-16;LOCKHEED 14-H2 SUPER ELECTRA;OO-CAG;SABENA;0;NDOLO;ZAMBIA;A1;1946
5413;1946-08-19;DOUGLAS C-47A (DC-3);42-24374;USAAF;5;NEAR BLED;SLOVENIA;C1;1946
5414;1946-08-20;AVRO 691 LANCASTRIAN C.1;G-AGMF;BOAC;8;ROUEN;FRANCE;A1;1946
5415;1946-08-21;DOUGLAS C-47 (DC-3);NC51878;TRANS-LUXURY AIRLINES;2;NEAR MOLINE, IL;USA;A1;1946
5416;1946-08-22;DOUGLAS C-47B (DC-3);43-16276;USAAF;5;NEAR GARMISCH-PARTENK...;GERMANY;A1;1946
5417;1946-08-22;DOUGLAS C-47A (DC-3);42-93450;USAAF;0;UNKNOWN;UNKNOWN COUNTRY;U1;1946
5418;1946-08-25;DOUGLAS C-47A (DC-3);NC88826;AMERICAN AIRLINES;2;NEAR ASHLAND, MS;USA;A1;1946
5419;1946-08-30;AVRO 691 LANCASTRIAN C.3;G-AGWJ;BSAA;0;BATHURST-JESHWAN...;GAMBIA;A1;1946
5420;1946-08-30;DOUGLAS C-47A (DC-3);43-15353;USAAF;0;FÃ¼RTH ADVANCED ...;GERMANY;A1;1946
5421;1946-08-31;DOUGLAS DAKOTA III (DC-3);KG665;RAF;0;MANCHESTER-RINGW...;U.K.;A1;1946
5422;1946-09-02;LOCKHEED 14-08 SUPER ELECTRA;CF-TCJ;TCAL;2;NEAR MONCTON, NB (YQM);CANADA;A1;1946
5423;1946-09-02;DOUGLAS C-47B (DC-3);KJ819;ROYAL INDIAN AF;0;BARRACKPORE AIR ...;INDIA;A1;1946
5424;1946-09-03;DOUGLAS DC-3A;F-BAOB;AIR FRANCE;22;NEAR KÃ¸GE;DENMARK;A1;1946
5425;1946-09-03;DOUGLAS C-47B (DC-3);45-1048;USAAF;0;NEAR BIG DELTA, AK;USA;A1;1946
5426;1946-09-04;DOUGLAS DC-3D;F-BAXD;AIR FRANCE;20;NEAR PARIS-LE BOURGET...;FRANCE;A1;1946
5427;1946-09-04;FOCKE-WULF FW 200A-05;OY-DEM;DDL;0;LONDON-NORTHOLT ...;U.K.;A1;1946
5428;1946-09-04;AMIOT AAC.1 (JU-52);F-BBYS;CGT;0;CONSTANTINE-AIN ...;ALGERIA;A2;1946
5429;1946-09-05;DOUGLAS C-47A (DC-3);NC57850;TRANS-LUXURY AIRLINES;20;NEAR ELKO, NV;USA;A1;1946
5430;1946-09-05;DOUGLAS C-47B (DC-3);A65-115;RAAF;0;NEAR DARWIN, NT;AUSTRALIA;A1;1946
5431;1946-09-06;LOCKHEED 18 LODESTAR;CU-T16;INTERAMERICANO;7;NEAR ESPERANZA;CUBA;A1;1946
5432;1946-09-06;JUNKERS JU-52/3M;CCCP-L35;AEROFLOT, TURKMENISTAN;6;NEAR DARVAZA AIRPORT;TURKMENISTAN;A1;1946
5433;1946-09-07;DOUGLAS C-47 (DC-3);VH-ANM;ANA;1;SYDNEY-MASCOT AI...;AUSTRALIA;O1;1946
5434;1946-09-07;AVRO 685 YORK I;G-AHEW;BSAA;24;NEAR BATHURST-YUNDUM ...;GAMBIA;A1;1946
5435;1946-09-07;DOUGLAS C-47A (DC-3);NC91002;MT. MCKINLEY AIRFREIGHT;4;NOME, AK;USA;A1;1946
5436;1946-09-09;AVRO 685 YORK C.1;MW184;RAF;0;HOLMSLEY SOUTH R...;U.K.;A1;1946
5437;1946-09-10;FORD 5-AT TRI-MOTOR;HC-SBI;SHELL ECUADOR;0;TIPUTINI AIRPORT...;ECUADOR;A1;1946
5438;1946-09-12;DOUGLAS C-54A (DC-4);NX91068;PENNSYLVANIA-CENTRAL AIRLINES;0;WASHINGTON-NATIO...;USA;A1;1946
5439;1946-09-13;DOUGLAS DAKOTA IV (DC-3);KJ862;RAF;0;ROMA-CIAMPINO AI...;ITALY;O1;1946
5440;1946-09-13;DOUGLAS C-47B (DC-3);43-48559;USAAF;0;OKINAWA-NAHA AFB...;JAPAN;A1;1946
5441;1946-09-15;DOUGLAS DAKOTA III (DC-3);962;RCAF;21;ESTEVAN, SK;CANADA;A1;1946
5442;1946-09-16;CONSOLIDATED PBY-6A CATALINA;63999;US NAVY;8;NEAR GRANITE FALLS, WA;USA;A1;1946
5443;1946-09-17;DOUGLAS C-47 (DC-3);OO-AUR;SABENA;1;BRUSSEL-HAREN AI...;BELGIUM;A1;1946
5444;1946-09-18;DOUGLAS DC-4-1009;OO-CBG;SABENA;27;NEAR GANDER, NL;CANADA;A1;1946
5445;1946-09-19;DOUGLAS DAKOTA IV (DC-3);KN529;RAF;0;YONAGO-MIHO AIR ...;JAPAN;A1;1946
5446;1946-09-20;UNKNOWN;UNREG.;CNAC;31;NEAR XICHANG, SICHUAN...;CHINA;A1;1946
5447;1946-09-22;DOUGLAS DAKOTA III (DC-3);967;RCAF;0;GANDER-RCAF STAT...;CANADA;A1;1946
5448;1946-09-23;CURTISS C-46 (R5C-1);50715;USMC;4;NEAR MAJURO;MARSHALL ISL.;A1;1946
